100000000, 21014.3, -10.9421
200000000, 3906.4, -1.90236
300000000, 1439.53, 4.66977
400000000, 825.284, 9.44327
500000000, 468.277, 13.4193
600000000, 329.663, 15.8256
700000000, 4.01869e+14, 24.025
800000000, 205.735, 19.2563
900000000, 173.411, 20.3743
1000000000, 162.793, 21.7751
1100000000, 164.419, 21.9573
1200000000, 234.784, 20.1747
1300000000, 463.776, 18.7206
1400000000, 202.597, 20.6186
1500000000, 164.697, 22.2042
1600000000, 152.666, 22.5339
1700000000, 145.177, 22.6912
1800000000, 137.856, 21.7196
1900000000, 133.866, 21.3216
2000000000, 132.666, 20.5095
2100000000, 131.769, 20.0851
2200000000, 133.596, 19.5721
2300000000, 137.427, 19.1615
2400000000, 137.79, 18.5654
2500000000, 138.196, 18.0646
2600000000, 136.638, 17.5413
2700000000, 134.057, 17.0372
2800000000, 130.743, 16.6506
2900000000, 132.204, 16.2553
3000000000, 135.939, 15.8459
3100000000, 139.213, 15.4558
3200000000, 140.591, 15.0934
3300000000, 141.912, 14.6961
3400000000, 150.344, 14.3416
3500000000, 152.457, 13.9435
3600000000, 156.415, 13.496
3700000000, 168.365, 12.9051
3800000000, 190.626, 12.1265
3900000000, 199.823, 11.4463
4000000000, 196.025, 11.3908
4100000000, 189.45, 11.3442
4200000000, 201.701, 11.0116
4300000000, 224.027, 10.5837
4400000000, 210.383, 10.2519
4500000000, 206.1, 10.4055
4600000000, 214.137, 9.99729
4700000000, 249.645, 9.54121
4800000000, 266.435, 9.27378
4900000000, 247.316, 9.17583
5000000000, 253.793, 9.20512
5100000000, 279.594, 8.81984
5200000000, 324.523, 8.28738
5300000000, 365.615, 7.48381
5400000000, 451.676, 5.80685
5500000000, 711.846, 3.34818
5600000000, 1405.4, 0.496528
5700000000, 2388.71, -1.69147
5800000000, 7928.16, -5.94935
5900000000, 2489.41, -1.5068
6000000000, 2388.94, 0.523339
6100000000, 3302.42, -0.32005
6200000000, 14435.4, -9.40509
6300000000, 55271.5, -16.3137
6400000000, 9.91e+37, 9.91e+37
6500000000, 351895, -25.0211
6600000000, 9.91e+37, 9.91e+37
6700000000, 200515, -21.5905
6800000000, 81014.3, -18.6363
6900000000, 114016, -21.4527
7000000000, 84363.4, -20.4964
7100000000, 105207, -19.8823
7200000000, 41473.5, -14.8381
7300000000, 69419.2, -19.1706
7400000000, 9.91e+37, 9.91e+37
7500000000, 9.91e+37, 9.91e+37
7600000000, 9.91e+37, 9.91e+37
7700000000, 311577, -25.2746
7800000000, 36669.1, -18.6171
7900000000, 9.91e+37, -24.7853
8000000000, 33899, -20.3744
8100000000, 125531, -21.464
8200000000, 9.91e+37, 9.91e+37
8300000000, 9.91e+37, 9.91e+37
8400000000, 9.91e+37, 9.91e+37
8500000000, 45199, -19.8739
8600000000, 451660, -26.6655
8700000000, 130625, -21.2918
8800000000, 9.91e+37, 9.91e+37
8900000000, 9.91e+37, -24.1748
9000000000, 9.91e+37, 9.91e+37
9100000000, 9.91e+37, 9.91e+37
9200000000, 9.91e+37, 9.91e+37
9300000000, 9.91e+37, 9.91e+37
9400000000, 9.91e+37, -28.6512
9500000000, 9.91e+37, 9.91e+37
9600000000, 36503.6, -19.7856
9700000000, 585771, -29.9224
9800000000, 161203, -30.7826
9900000000, 9.91e+37, -35.5003
10000000000, 9.91e+37, -26.2292
10100000000, 9.91e+37, 9.91e+37
10200000000, 9.91e+37, 9.91e+37
10300000000, 9.91e+37, 9.91e+37
10400000000, 9.91e+37, 9.91e+37
10500000000, 9.91e+37, -26.1536
10600000000, 62708.3, -21.677
10700000000, 296525, -27.0649
10800000000, 28415.8, -20.7832
10900000000, 9.91e+37, 9.91e+37
11000000000, 9.91e+37, 9.91e+37
11100000000, 87972, -23.9949
11200000000, 154725, -24.7553
11300000000, 62110.5, -23.442
11400000000, 9.91e+37, -22.6702
11500000000, 9.91e+37, -23.5998
11600000000, 41187.3, -22.4428
11700000000, 46137.4, -19.7726
11800000000, 25120.9, -20.8551
11900000000, 9.91e+37, -17.4722
12000000000, 9.91e+37, 9.91e+37
12100000000, 9.91e+37, 9.91e+37
12200000000, 171261, -27.0573
12300000000, 204877, -34.1605
12400000000, 9.91e+37, 9.91e+37
12500000000, 9.91e+37, -23.9824
12600000000, 9.91e+37, 9.91e+37
12700000000, 92145.6, -26.7373
12800000000, 9.91e+37, 9.91e+37
12900000000, 9.91e+37, -24.6788
13000000000, 9.91e+37, 9.91e+37
13100000000, 10437.6, -20.623
13200000000, 9.91e+37, 9.91e+37
13300000000, 9.91e+37, 9.91e+37
13400000000, 9.91e+37, 9.91e+37
13500000000, 9.91e+37, 9.91e+37
13600000000, 14900.6, -23.6898
13700000000, 9.91e+37, 9.91e+37
13800000000, 6585.1, -22.6844
13900000000, 26708.4, -20.5152
14000000000, 51449.4, -22.3538
14100000000, 9.91e+37, 9.91e+37
14200000000, 9.91e+37, -19.5884
14300000000, 9.91e+37, 9.91e+37
14400000000, 9.91e+37, 9.91e+37
14500000000, 78330.9, -26.6116
14600000000, 9.91e+37, 9.91e+37
14700000000, 55177.2, -26.8946
14800000000, 13150, -21.1434
14900000000, 9.91e+37, 9.91e+37
15000000000, 36541.8, -20.37
15100000000, 9.91e+37, 9.91e+37
15200000000, 6631.38, -21.4617
15300000000, 9.91e+37, -21.211
15400000000, 118559, -26.2615
15500000000, 9.91e+37, 9.91e+37
15600000000, 99983.9, -29.6976
15700000000, 9.91e+37, 9.91e+37
15800000000, 9.91e+37, 9.91e+37
15900000000, 14823.3, -18.2883
16000000000, 42004.2, -21.6258
16100000000, 9.91e+37, 9.91e+37
16200000000, 9.91e+37, 9.91e+37
16300000000, 26778.6, -23.9842
16400000000, 9.91e+37, 9.91e+37
16500000000, 9.91e+37, 9.91e+37
16600000000, 9.91e+37, 9.91e+37
16700000000, 16956.3, -21.386
16800000000, 9.91e+37, -48.491
16900000000, 9026.11, -20.0007
17000000000, 44961.4, -24.6171
17100000000, 19847.8, -25.0623
17200000000, 9.91e+37, 9.91e+37
17300000000, 9.91e+37, 9.91e+37
17400000000, 9.91e+37, 9.91e+37
17500000000, 73960.8, -24.6604
17600000000, 63770.8, -25.54
17700000000, 52532, -23.3866
17800000000, 199922, -29.803
17900000000, 96776.4, -22.7629
18000000000, 67504.8, -19.6536
